id,longitude,latitude,date,Fpar,FparLai_QC,product
2012_06_25,8.36497717843,47.4780738066,2012-06-25,86,34,MODIS/006/MCD15A3H
2012_06_29,8.36497717843,47.4780738066,2012-06-29,83,32,MODIS/006/MCD15A3H
2012_07_03,8.36497717843,47.4780738066,2012-07-03,93,97,MODIS/006/MCD15A3H
2012_07_07,8.36497717843,47.4780738066,2012-07-07,96,99,MODIS/006/MCD15A3H
2012_07_11,8.36497717843,47.4780738066,2012-07-11,94,97,MODIS/006/MCD15A3H
2012_07_15,8.36497717843,47.4780738066,2012-07-15,49,2,MODIS/006/MCD15A3H
2012_07_19,8.36497717843,47.4780738066,2012-07-19,94,34,MODIS/006/MCD15A3H
2012_07_23,8.36497717843,47.4780738066,2012-07-23,93,34,MODIS/006/MCD15A3H
2012_07_27,8.36497717843,47.4780738066,2012-07-27,87,34,MODIS/006/MCD15A3H
2012_07_31,8.36497717843,47.4780738066,2012-07-31,85,34,MODIS/006/MCD15A3H
2012_08_04,8.36497717843,47.4780738066,2012-08-04,79,0,MODIS/006/MCD15A3H
2012_08_08,8.36497717843,47.4780738066,2012-08-08,92,32,MODIS/006/MCD15A3H
2012_08_12,8.36497717843,47.4780738066,2012-08-12,92,50,MODIS/006/MCD15A3H
2012_08_16,8.36497717843,47.4780738066,2012-08-16,93,34,MODIS/006/MCD15A3H
2012_08_20,8.36497717843,47.4780738066,2012-08-20,88,32,MODIS/006/MCD15A3H
2012_08_24,8.36497717843,47.4780738066,2012-08-24,92,34,MODIS/006/MCD15A3H
2012_08_28,8.36497717843,47.4780738066,2012-08-28,94,32,MODIS/006/MCD15A3H
2012_09_01,8.36497717843,47.4780738066,2012-09-01,5,107,MODIS/006/MCD15A3H
2012_09_05,8.36497717843,47.4780738066,2012-09-05,92,34,MODIS/006/MCD15A3H
2012_09_09,8.36497717843,47.4780738066,2012-09-09,92,32,MODIS/006/MCD15A3H
2012_09_13,8.36497717843,47.4780738066,2012-09-13,94,32,MODIS/006/MCD15A3H
2012_09_17,8.36497717843,47.4780738066,2012-09-17,65,16,MODIS/006/MCD15A3H
2012_09_21,8.36497717843,47.4780738066,2012-09-21,91,34,MODIS/006/MCD15A3H
2012_09_25,8.36497717843,47.4780738066,2012-09-25,91,34,MODIS/006/MCD15A3H
2012_09_29,8.36497717843,47.4780738066,2012-09-29,87,34,MODIS/006/MCD15A3H
2012_10_03,8.36497717843,47.4780738066,2012-10-03,49,0,MODIS/006/MCD15A3H
2012_10_07,8.36497717843,47.4780738066,2012-10-07,1,105,MODIS/006/MCD15A3H
2012_10_11,8.36497717843,47.4780738066,2012-10-11,16,105,MODIS/006/MCD15A3H
2012_10_15,8.36497717843,47.4780738066,2012-10-15,90,32,MODIS/006/MCD15A3H
2012_10_19,8.36497717843,47.4780738066,2012-10-19,91,34,MODIS/006/MCD15A3H
2012_10_23,8.36497717843,47.4780738066,2012-10-23,0,105,MODIS/006/MCD15A3H
2012_10_27,8.36497717843,47.4780738066,2012-10-27,54,0,MODIS/006/MCD15A3H
2012_10_31,8.36497717843,47.4780738066,2012-10-31,57,18,MODIS/006/MCD15A3H
2012_11_04,8.36497717843,47.4780738066,2012-11-04,35,16,MODIS/006/MCD15A3H
2012_11_08,8.36497717843,47.4780738066,2012-11-08,45,16,MODIS/006/MCD15A3H
2012_11_12,8.36497717843,47.4780738066,2012-11-12,2,107,MODIS/006/MCD15A3H
2012_11_16,8.36497717843,47.4780738066,2012-11-16,1,75,MODIS/006/MCD15A3H
2012_11_20,8.36497717843,47.4780738066,2012-11-20,3,75,MODIS/006/MCD15A3H
2012_11_24,8.36497717843,47.4780738066,2012-11-24,52,0,MODIS/006/MCD15A3H
2012_11_28,8.36497717843,47.4780738066,2012-11-28,1,73,MODIS/006/MCD15A3H
2012_12_02,8.36497717843,47.4780738066,2012-12-02,1,73,MODIS/006/MCD15A3H
2012_12_06,8.36497717843,47.4780738066,2012-12-06,1,73,MODIS/006/MCD15A3H
2012_12_10,8.36497717843,47.4780738066,2012-12-10,5,65,MODIS/006/MCD15A3H
2012_12_14,8.36497717843,47.4780738066,2012-12-14,4,73,MODIS/006/MCD15A3H
2012_12_18,8.36497717843,47.4780738066,2012-12-18,5,67,MODIS/006/MCD15A3H
2012_12_22,8.36497717843,47.4780738066,2012-12-22,43,65,MODIS/006/MCD15A3H
2012_12_26,8.36497717843,47.4780738066,2012-12-26,56,65,MODIS/006/MCD15A3H
2012_12_30,8.36497717843,47.4780738066,2012-12-30,74,65,MODIS/006/MCD15A3H
